Goal,Issue,Hair Type,Hair Texture,Wash Hair,Treatments,Hair Behaviour,Scalp Feeling,Scalp Flaky,Oily Scalp,Dry Scalp,REC Shampoo MTH,REC Shampoo WK,REC Conditioner,REC Conditioner 2,REC Other ,DRYNESS,DAMAGE,SENSITIVITY,SEBUM Oil,DRY SCALP,FLAKES,Base_Name,Unique_ID
Moisture retention,Scalp dryness,Type 4b,Thin or Fine,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Sensitive,No Not Me,1 - 2 Days,Within hours,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampooHighRated,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,10.98201896790025,0.0,7.499882420683816,0.0,24.735646104647902,0.0,Nomfundo,Nomfundo #4
Healthy Hair,Thinning hair,Type 4c,Medium,More than once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,1 - 2 Days,3 - 5 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AsIAmCoconutCoWashCleansingConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,56.809054134700474,37.16563349701128,60.330026641215035,10.485162872457487,72.52730388636293,38.055915510224516,Evelyn E,Evelyn E #2
Moisture retention,Scalp dryness,Type 4a,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,26.866626223533842,10.874796362389,0.0,0.0,0.0,0.0,Caz Joseph,Caz Joseph #2
Growth,Scalp dryness,Type 4c,Medium,Twice a month,Keratin,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureRawSheaButterRestorativeConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,35.51483875683265,66.50488020720815,27.736071761090695,116.49066077516241,41.163959488978925,59.2127630141956,Ron,Ron #4
Growth,Thinning hair,Type 4c,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,No Not Me,1 - 2 Days,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,SheaMoistureRawSheaButterRestorativeConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,39.426586043498766,26.638665112761405,58.63494869917828,59.661352511627896,44.72780433149338,0.0,Nadine,Nadine #4
Growth,Split ends / hair breakage,Type 4b,Thin or Fine,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,CamilleRoseCurlLoveMoistureMilk,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,27.446639490548147,15.337320913478623,6.54480249166529,5.333129799186242,81.8906961479348,0.0,Melanie,Melanie #3
Moisture retention,Scalp dryness,Type 4c,Thick,Once a week,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Usually,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,AvalonTheScienceOfHaircareKeraCareNaturalTextures2ConditionerWithoutRinse240Ml,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,12.604049361801659,13.325332096899114,0.0,5.921566129984962,27.534134241447827,0.0,Caz Joseph,Caz Joseph #3
Growth,Split ends / hair breakage,Type 4c,Medium,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,SheaMoistureManukaHoney&MafuraOilConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,34.15214179124603,58.59349422295771,69.27870417774113,23.971574453157125,49.648992669998705,4.9745097944707375,Melanie,Melanie #4
Moisture retention,Scalp dryness,Type 4c,Thick,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AvlonKeraCareAntiDandruffMoisturizingShampooForDry&ItchyScalpShampoo1240ml/8Fl.Oz,CamilleRoseNaturalsMoroccanPearConditioningCustardForLowPorosity,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,20.050836222022408,0.0,5.415232406373234,7.381283006362209,0.0,0.6011287854454709,Yinka,Yinka #5
Moisture retention,Scalp dryness,Type 4c,Thick,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Always,My scalp gets dry not oily,My scalp gets oily not dry,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampooHighRated,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,SheaMoistureRawSheaButterRestorativeConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,82.36080977758033,4.59841825149053,4.710360611576042,12.975730630391478,0.13187665036770813,11.97785342124472,Christina Tav,Christina Tav #2
Growth,Split ends / hair breakage,Type 4c,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,No Not Me,5 + Days,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,89.64267644328102,59.92702393669482,48.490431577835345,12.151578537665262,64.27308495580655,0.0,Caz Jo,Caz Jo #4
Moisture retention,Not me,Type 4c,Thin or Fine,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,SheaMoistureOrganicRawSheaButterMoistureRetentionShampoo,GiovanniDirectLeaveInConditioner–HighRated,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,44.42886616047579,0.0,0.6074064457310318,11.996839055884324,0.0,5.9699459368460115,Louisa E,Louisa E #1
Growth,Split ends / hair breakage,Type 4b,Medium,Once a week,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy,No Not Me,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,CamilleRoseCurlLoveMoistureMilk,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,21.029791101031748,3.877564126523747,0.0,30.001945540447444,0.0,Peggy,Peggy #2
Moisture retention,Scalp dryness,Type 4c,Medium,Once a week,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,AsIAmCoconutCoWashCleansingConditioner,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,96.73670099101359,38.04630015057861,2.9065686277963234,1.2854549749721145,66.83514080869233,69.5967859701372,Nomfundo,Nomfundo #5
Healthy Hair,Split ends / hair breakage,Type 4b,Thin or Fine,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,Yes Rarely,5 + Days,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,71.74303300949198,33.227836049513385,45.91232183012095,2.955499066505419,59.924285594299114,0.31344831245497745,Gina,Gina #2
Growth,Split ends / hair breakage,Type 4c,Thick,Twice a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,75.04097283731878,35.532180394497004,15.076209725524254,17.77350008517765,57.69656825847062,0.0,Tara G,Tara G #6
Moisture retention,Not me,Type 4b,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,CamilleRoseNaturalsMoroccanPearConditioningCustardForLowPorosity,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,9.550508132481964,11.247553723120733,37.982932190284615,0.0,Melanie,Melanie #5
Moisture retention,Thinning hair,Type 4c,Medium,Once a week,Colour / Dyed,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,67.01987943441571,50.577731403016166,67.6529331512887,87.05448236942857,53.580410399057314,83.52914566853627,Yinka,Yinka #6
Moisture retention,Not me,Type 4c,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,No Not Me,3 - 4 Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,AsIAmCoconutCoWashCleansingConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,20.64245655988181,0.0,12.693967777946133,71.17624787448526,80.020031838786,0.0,Nadine,Nadine #5
Healthy Hair,Not me,Type 4b,Thin or Fine,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Sensitive,Yes Usually,My scalp gets dry not oily,My scalp gets oily not dry,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,GiovanniDirectLeaveInConditioner–HighRated,FaithInNatureNaturalAvocadoConditionerNourishingVegan,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,0.49684035603910265,2.1188750905925473,30.92670597075597,0.0,Peggy,Peggy #3
Moisture retention,Not me,Type 4a,Thin or Fine,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,AsIAmLeaveInConditioner237ml/8FlOz.,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,24.77582618911435,0.0,14.70969417249118,4.438003135451398,0.0,41.1382706659744,Yetunde O,Yetunde O #2
Healthy Hair,Split ends / hair breakage,Type 4b,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",None of the above,No Not Me,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,80.08035858815396,13.893700357490326,9.972400803146991,41.08414312440377,79.61667027635366,6.701221027540098,Clover L,Clover L #1
Healthy Hair,Split ends / hair breakage,Type 4c,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,60.44785429208841,0.0,0.0,41.32778490948778,35.68325064057452,0.0,Gina,Gina #3
Healthy Hair,Split ends / hair breakage,Type 4b,Medium,About once a month,Keratin,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,3 - 4 Days,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AvlonKeraCareAntiDandruffMoisturizingShampooForDry&ItchyScalpShampoo1240ml/8Fl.Oz,AvalonTheScienceOfHaircareKeraCareNaturalTextures2ConditionerWithoutRinse240Ml,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,56.129979602306186,23.787495263989584,8.629040986489754,8.509530014262147,7.750612948935668,1.7668248070220263,Caz Joseph,Caz Joseph #4
Moisture retention,Not me,Type 4b,Thin or Fine,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Usually,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,7.9407992916724,0.0,0.5040319671628046,6.798435099163747,17.028090698819597,0.0,Tara G,Tara G #7
Moisture retention,Scalp dryness,Type 4b,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmCurlClarityShampooNP,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,4.220790400006117,3.1306326496444417,0.0,3.6316993509148023,Nadine,Nadine #6
Moisture retention,Thinning hair,Type 4c,Medium,Once a week,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,Yes Always,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,AvalonTheScienceOfHaircareKeraCareNaturalTextures2ConditionerWithoutRinse240Ml,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,94.6304802679809,57.068964613982956,0.0,7.476873152120375,63.064725878982124,0.0,Tara G,Tara G #8
